,Production_Company,Movie_Count,revenue,ganancia_promedio_por_franquicia
2379,American Empirical Pictures,5.0,324142910.0,64828582.0
2380,Century Films,5.0,0.0,0.0
2381,Ciné@,5.0,473683.0,94736.6
2382,Asymmetrical Productions,5.0,24641595.0,4928319.0
2383,Jinks/Cohen Company,5.0,617089499.0,123417899.8
2384,Five Stars Production Company,5.0,0.0,0.0
2385,SKA Films,5.0,88054086.0,17610817.2
2386,MMG Film & TV Production,5.0,0.0,0.0
2387,Levity Entertainment Group,5.0,0.0,0.0
2388,Telewizja Polska,5.0,0.0,0.0
2389,Charles K. Feldman Group,5.0,17012000.0,3402400.0
2390,1821 Pictures,5.0,55405690.0,11081138.0
2391,British Columbia Film,5.0,64352607.0,12870521.4
2392,Atlantic Releasing Corporation,5.0,14418922.0,2883784.4
2393,Aspen Film Society,5.0,133098251.0,26619650.2
2394,Ministère de la Culture de la Republique Française,5.0,0.0,0.0
2395,Pulse Films,5.0,40423945.0,8084789.0
2396,Nomura Babcock & Brown,5.0,141648994.0,28329798.8
2397,ScreenWest,5.0,49554002.0,9910800.4
2398,Mitteldeutscher Rundfunk (MDR),5.0,0.0,0.0
2399,Everyman Pictures,5.0,1123067543.0,224613508.6
2400,Indion Entertainment Group,5.0,124191.0,24838.2
2401,Dakota Pictures,5.0,0.0,0.0
2402,Buena Vista,5.0,350233757.0,70046751.4
2403,Kinowelt Filmproduktion,5.0,0.0,0.0
2404,Pinewood Pictures,5.0,19328901.0,3865780.2
2405,Vista Organization,5.0,12852305.0,2570461.0
2406,Muskat Filmed Properties,5.0,2684752.0,536950.4
2407,True Fiction Pictures,5.0,1334786.0,266957.2
2408,Columbia TriStar,5.0,41636052.0,8327210.4
2409,City Light Films,5.0,323173400.0,64634680.0
2410,BondIt,5.0,0.0,0.0
2411,Senator International,5.0,252667461.0,50533492.2
2412,Price Entertainment,5.0,2807863.0,561572.6
2413,Classic,5.0,0.0,0.0
2414,Whizbang Films,5.0,748453.0,149690.6
2415,Ad Hominem Enterprises,5.0,184758238.0,36951647.6
2416,Zik Zak Kvikmyndir,5.0,121461.0,24292.2
2417,Fondation GAN pour le Cinéma,5.0,1794187.0,358837.4
2418,Independent Pictures (II),5.0,383673371.0,76734674.2
2419,Theo Angelopoulos Films,5.0,0.0,0.0
2420,Apostle,5.0,500.0,100.0
2421,Vision PDG,5.0,19813512.0,3962702.4
2422,Instinctive Film,5.0,22000.0,4400.0
2423,First Generation Films,5.0,31981668.0,6396333.6
2424,Kontsept Film Company,5.0,1716861917.0,343372383.4
2425,Hyperion Pictures,5.0,3970078.0,794015.6
2426,Capitole Films,5.0,0.0,0.0
2427,The Curiosity Company,5.0,0.0,0.0
2428,Detalle Films,5.0,0.0,0.0
2429,Francinex,5.0,0.0,0.0
2430,GötaFilm AB,5.0,0.0,0.0
2431,FJ Filmi,5.0,0.0,0.0
2432,Metro Communications,5.0,0.0,0.0
2433,Krasnaya Strela,5.0,0.0,0.0
2434,Meteor Film Productions,5.0,16136.0,3227.2
2435,Mitsubishi,5.0,490712884.0,98142576.8
2436,Ignite Entertainment,5.0,2600000.0,520000.0
2437,Greenpoint Films,5.0,13200170.0,2640034.0
2438,Dorje Film,5.0,17804565.0,3560913.0
2439,Crown Media Productions,5.0,0.0,0.0
2440,Cinehaus,5.0,0.0,0.0
2441,Phoenician Entertainment,5.0,0.0,0.0
2442,Abandon Pictures,5.0,643557.0,128711.4
2443,Clubdeal,5.0,50871113.0,10174222.6
2444,Hakuhodo,5.0,0.0,0.0
2445,Hybrid,5.0,0.0,0.0
2446,Film Rites,5.0,515988195.0,103197639.0
2447,Sony Music Entertainment Japan,5.0,2725258.0,545051.6
2448,Ugly Duckling Films,5.0,3504450.0,700890.0
2449,Cofinova 10,5.0,305598.0,61119.6
2450,TOEI Company,5.0,0.0,0.0
2451,Red Box Films,5.0,2957978.0,591595.6
2452,Radio Telefís Éireann (RTÉ),5.0,16388146.0,3277629.2
2453,Oriental Light and Magic (OLM),5.0,300467212.0,60093442.4
2454,Deviant Films,5.0,0.0,0.0
2455,Metronome Productions,5.0,5405313.0,1081062.6
2456,New Real Films,5.0,834922.0,166984.4
2457,Timothy Burrill Productions,5.0,2994917.0,598983.4
2458,Thinkfilm,5.0,7230147.0,1446029.4
2459,A.M.A. Film,5.0,5932791.0,1186558.2
2460,Dog Eat Dog Films,5.0,42990915.0,8598183.0
2461,Autonomous Films,5.0,4388563.0,877712.6
2462,Rodar y Rodar Cine y Televisión,5.0,44850259.0,8970051.8
2463,Horizon Pictures (II),5.0,97195385.0,19439077.0
2464,Scala Productions,5.0,0.0,0.0
2465,Harpo Films,5.0,185894873.0,37178974.6
2466,BD Cine,5.0,25783972.0,5156794.4
2467,Cohen Media Group,5.0,7527232.0,1505446.4
2468,Nero-Film AG,5.0,0.0,0.0
2469,3-H Films,5.0,0.0,0.0
2470,Capella International,5.0,113390217.0,22678043.4
2471,Wildgaze Films,5.0,112527448.0,22505489.6
2472,Factor RH Producciones,5.0,30169.0,6033.8
2473,Furst Films,5.0,51798731.0,10359746.2
2474,Capcom,5.0,99423521.0,19884704.2
2475,IDT Entertainment,5.0,16627188.0,3325437.6
2476,La Fabrique 2,5.0,22519149.0,4503829.8
2477,Atmo Media Network,5.0,1179676.0,235935.2
2478,Silver Lion Films,5.0,64380643.0,12876128.6
2479,Starz Animation,5.0,318568028.0,63713605.6
2480,Twins Financing,5.0,149325477.0,29865095.4
2481,Crescendo Productions,5.0,101388805.0,20277761.0
2482,Riva Filmproduktion,5.0,0.0,0.0
2483,Yellow Bird Films,5.0,163543497.0,32708699.4
2484,Mifune Productions Co. Ltd.,5.0,0.0,0.0
2485,Blue-Tongue Films,5.0,61274076.0,12254815.2
2486,National Film Development Corporation of India,5.0,77737889.0,15547577.8
2487,The Saul Zaentz Company,5.0,1818456555.0,363691311.0
2488,Istituto Luce,5.0,0.0,0.0
2489,Libra Film,5.0,0.0,0.0
2490,Delphi III Productions,5.0,54772639.0,10954527.8
2491,Mascot Pictures,5.0,0.0,0.0
2492,Alameda Films,5.0,0.0,0.0
2493,Persky-Bright Productions,5.0,0.0,0.0
2494,Région Poitou-Charentes,5.0,0.0,0.0
2495,Nikolaus Geyrhalter Filmproduktion,5.0,208475.0,41695.0
2496,Carnaby International,5.0,25345000.0,5069000.0
2497,Vivendi Entertainment,5.0,8337978.0,1667595.6
2498,Capricci Films,5.0,17355.0,3471.0
2499,Scatena & Rosner Films,5.0,0.0,0.0
2500,Majestic Filmproduktion,5.0,4548750.0,909750.0
2501,DJ Films,5.0,131462159.0,26292431.8
2502,Studio DEEN,5.0,0.0,0.0
2503,FishCorb Films,5.0,0.0,0.0
2504,Babelsberg Film,5.0,846481662.0,169296332.4
2505,CG Cinéma,5.0,1837577.0,367515.4
2506,Dharamsala,5.0,40091.0,8018.2
2507,Imaj,5.0,0.0,0.0
2508,Bristol Bay Productions,5.0,244901709.0,48980341.8
2509,Clap Filmes,5.0,15530077.0,3106015.4
2510,City Film,5.0,50244700.0,10048940.0
2511,Xingu Films,5.0,10276243.0,2055248.6
2512,Studio Pierrot,5.0,0.0,0.0
2513,ML Delphi Premier Productions,5.0,87891178.0,17578235.6
2514,London-Cannon Films,5.0,19300000.0,3860000.0
2515,Baldwin Entertainment Group,5.0,266965119.0,53393023.8
2516,Bandeira Entertainment,5.0,614202.0,122840.4
2517,Sayaka Producciones Audiovisuales,5.0,5034272.0,1006854.4
2518,Eddie Saeta,5.0,0.0,0.0
2519,Free Range Films,5.0,13788778.0,2757755.6
2520,Green Moon Productions,5.0,0.0,0.0
2521,Sumitomo Corporation,5.0,18189432.0,3637886.4
2522,Les Films ABC,5.0,0.0,0.0
2523,CoMix Wave,5.0,0.0,0.0
2524,Sandstorm Films,5.0,0.0,0.0
2525,Star Partners II Ltd.,4.0,453227257.0,113306814.25
2526,Plymptoons,4.0,0.0,0.0
2527,Spier Films,4.0,42070000.0,10517500.0
2528,Vendian Entertainment,4.0,300509300.0,75127325.0
2529,Fox Filmes do Brasil,4.0,20152055.0,5038013.75
2530,InDigEnt (Independent Digital Entertainment),4.0,3381763.0,845440.75
2531,IDTV Film,4.0,0.0,0.0
2532,Burn Later Productions,4.0,556656.0,139164.0
2533,ApolloProScreen Filmproduktion,4.0,98410061.0,24602515.25
2534,Floren Shieh Productions,4.0,19613.0,4903.25
2535,CC Capital Arts Entertainment SRL,4.0,0.0,0.0
2536,HSX Films,4.0,690086.0,172521.5
2537,Allied Vision,4.0,34020653.0,8505163.25
2538,Messidor Films,4.0,0.0,0.0
2539,Kreo Films FZ,4.0,11472454.0,2868113.5
2540,Corner Store Entertainment,4.0,59801559.0,14950389.75
2541,Southpaw Entertainment,4.0,80915411.0,20228852.75
2542,Full Moon Features,4.0,0.0,0.0
2543,Eve Productions,4.0,6000000.0,1500000.0
2544,Thats Hollywood,4.0,0.0,0.0
2545,Production I.G,4.0,101203.0,25300.75
2546,Quanta Centro de Produções Cinematográficas,4.0,0.0,0.0
2547,Canal+ Espana,4.0,1705030.0,426257.5
2548,"Yellow, Black & White",4.0,4795807.0,1198951.75
2549,Road Movies Dritte Produktionen,4.0,0.0,0.0
2550,BKM Film,4.0,0.0,0.0
2551,UniKorea Pictures,4.0,349899.0,87474.75
2552,Longfellow Pictures,4.0,9121925.0,2280481.25
2553,Phase 4 Films,4.0,2931387.0,732846.75
2554,Sailor Bear,4.0,16615498.0,4153874.5
2555,Rakontur,4.0,163000.0,40750.0
2556,SModcast Pictures,4.0,2931387.0,732846.75
2557,Abbas Kiarostami Productions,4.0,105656.0,26414.0
2558,Star Overseas,4.0,42776760.0,10694190.0
2559,Sweetland Films,4.0,13835130.0,3458782.5
2560,Sci-Fi Channel,4.0,0.0,0.0
2561,CatchPlay,4.0,797768828.0,199442207.0
2562,Fernando Trueba Producciones Cinematográficas,4.0,0.0,0.0
2563,Hokkaido Broadcasting Co.,4.0,11212294.0,2803073.5
2564,Tonic Films,4.0,30553394.0,7638348.5
2565,Teleimage,4.0,0.0,0.0
2566,Mid-America Pictures,4.0,0.0,0.0
2567,Robert Wise Productions,4.0,320214286.0,80053571.5
2568,ATO Pictures,4.0,5706903.0,1426725.75
2569,Imagica,4.0,0.0,0.0
2570,K5 Film,4.0,2152738.0,538184.5
2571,Big Arty Productions,4.0,8176544.0,2044136.0
2572,Rinkel Film,4.0,0.0,0.0
2573,Steel Mill Pictures,4.0,10811558.0,2702889.5
2574,Panorama,4.0,402539.0,100634.75
2575,Illuminata Pictures,4.0,3342697.0,835674.25
2576,Hunnia Filmstúdió,4.0,66559.0,16639.75
2577,Traction Media,4.0,6511725.0,1627931.25
2578,European Co-production Fund,4.0,0.0,0.0
2579,Laurinfilm,4.0,95708457.0,23927114.25
2580,Lotus Production,4.0,0.0,0.0
2581,ABC Productions,4.0,0.0,0.0
2582,Figaro,4.0,0.0,0.0
2583,Keystone Pictures,4.0,0.0,0.0
2584,FGM Entertainment,4.0,91652616.0,22913154.0
2585,Doha Film Institute,4.0,2652067.0,663016.75
2586,Fox West Pictures,4.0,0.0,0.0
2587,The Salt Company International,4.0,0.0,0.0
2588,Reggane Films,4.0,0.0,0.0
2589,Deutsche Film- und Fernsehakademie Berlin (DFFB),4.0,0.0,0.0
2590,Pine Thomas Productions,4.0,0.0,0.0
2591,Hot Property Films,4.0,0.0,0.0
2592,micro_scope,4.0,3396726.0,849181.5
2593,Safehouse Pictures,4.0,146175066.0,36543766.5
2594,Fennada-Film,4.0,0.0,0.0
2595,Francoriz Production,4.0,119.0,29.75
2596,Brookstreet Pictures,4.0,0.0,0.0
2597,Alan Sacks Productions,4.0,0.0,0.0
2598,Robert Goldstein Productions,4.0,0.0,0.0
2599,Odeon Films,4.0,501818.0,125454.5
2600,Sobras International Pictures,4.0,13175129.0,3293782.25
2601,Loveless,4.0,0.0,0.0
2602,The Yomiuri Shimbun,4.0,187479518.0,46869879.5
2603,Twentieth Century Fox Home Entertainment,4.0,0.0,0.0
2604,Juonifilmi,4.0,0.0,0.0
2605,Coralta Cinematografica,4.0,0.0,0.0
2606,Concord Productions Inc.,4.0,175000000.0,43750000.0
2607,Santana Pictures Corporation,4.0,0.0,0.0
2608,Chris Lee Productions,4.0,221699209.0,55424802.25
2609,Amka Films Productions,4.0,28.0,7.0
2610,Région Provence Côte d'Azur,4.0,0.0,0.0
2611,24 Mai Productions,4.0,0.0,0.0
2612,Irish Film Industry,4.0,1614266.0,403566.5
2613,Beijing Enlight Pictures,4.0,362852250.0,90713062.5
2614,Filmline International,4.0,76382.0,19095.5
2615,Zinc Entertainment Inc.,4.0,500154.0,125038.5
2616,Filmpool Stockholm Mälardalen,4.0,171340935.0,42835233.75
2617,Imagica Corp.,4.0,95789342.0,23947335.5
2618,Compound B,4.0,0.0,0.0
2619,Atlantic Pictures,4.0,1406224.0,351556.0
2620,Moon Water Productions,4.0,0.0,0.0
2621,"Doha Film Institute, The",4.0,11661535.0,2915383.75
2622,Offhollywood Digital,4.0,0.0,0.0
2623,Goldkind Filmproduktion,4.0,0.0,0.0
2624,Jerico,4.0,0.0,0.0
2625,Lynda Obst Productions,4.0,823705722.0,205926430.5
2626,Mangusta Productions,4.0,0.0,0.0
2627,Zagreb Film,4.0,0.0,0.0
2628,TinRes Entertainment,4.0,56574.0,14143.5
2629,Alta Films S.A.,4.0,0.0,0.0
2630,BoulderLight Pictures,4.0,0.0,0.0
2631,Mirovision,4.0,0.0,0.0
2632,Generate,4.0,0.0,0.0
2633,Spelling Films International,4.0,0.0,0.0
2634,Group TAC,4.0,0.0,0.0
2635,Universal Pictures UK,4.0,0.0,0.0
2636,Fuji TV,4.0,0.0,0.0
2637,AXN,4.0,850259.0,212564.75
2638,Alebrije Cine y Video,4.0,0.0,0.0
2639,Movision,4.0,92076.0,23019.0
2640,Archer Street Productions,4.0,53776012.0,13444003.0
2641,Ognon Pictures,4.0,674918.0,168729.5
2642,Compañía Iberoamericana de TV,4.0,312010.0,78002.5
2643,films A2,4.0,0.0,0.0
2644,Bauer Martinez Studios,4.0,9576495.0,2394123.75
2645,Herold Productions,4.0,24260989.0,6065247.25
2646,Vertigo/Emotionfilm,4.0,0.0,0.0
2647,Les Films de l'Après-Midi,4.0,0.0,0.0
2648,Österreichisches Filminstitut,4.0,36000000.0,9000000.0
2649,Région Midi-Pyrénées,4.0,0.0,0.0
2650,Profit,4.0,7103285.0,1775821.25
2651,Juno Pix,4.0,469649537.0,117412384.25
2652,Threshold Entertainment,4.0,173646487.0,43411621.75
2653,13 Productions,4.0,25461.0,6365.25
2654,Les Films d'Antoine,4.0,0.0,0.0
2655,Carnival Films,4.0,46339392.0,11584848.0
2656,teamWorx Produktion für Kino und Fernsehen GmbH,4.0,0.0,0.0
2657,Ruthless Pictures,4.0,0.0,0.0
2658,Pandastorm Pictures,4.0,788978.0,197244.5
2659,Wunderbar Films,4.0,1600000.0,400000.0
2660,The Walt Disney Company,4.0,12890752.0,3222688.0
2661,BrownHouse Productions,4.0,165335153.0,41333788.25
2662,Schweizer Fernsehen (FS),4.0,0.0,0.0
2663,Regent Entertainment,4.0,0.0,0.0
2664,dick clark productions,4.0,0.0,0.0
2665,Maruti International,4.0,47000000.0,11750000.0
2666,Huahua Media,4.0,794939836.0,198734959.0
2667,Salty Pictures,4.0,0.0,0.0
2668,Type 55 Films,4.0,500.0,125.0
2669,Tollin/Robbins Productions,4.0,244314789.0,61078697.25
2670,Guardian Trust Company,4.0,22505475.0,5626368.75
2671,Centro Nacional Autónomo de Cinematografía,4.0,0.0,0.0
2672,Sofica UGC 1,4.0,7356393.0,1839098.25
2673,Zazen Produções,4.0,63244882.0,15811220.5
2674,Inver Invest,4.0,0.0,0.0
2675,Company Films,4.0,305404033.0,76351008.25
2676,Filmédis,4.0,0.0,0.0
2677,Sveriges Television,4.0,0.0,0.0
2678,Spirit Dance Entertainment,4.0,0.0,0.0
2679,Brad Krevoy Television,4.0,0.0,0.0
2680,Anchor Bay,4.0,0.0,0.0
2681,Flame Ventures,4.0,0.0,0.0
2682,Cine Nomine,4.0,0.0,0.0
2683,Arenafilm,4.0,0.0,0.0
2684,Fugitive Features,4.0,1422749.0,355687.25
2685,Deuce Three Productions,4.0,96284185.0,24071046.25
2686,Zhao Wei Films,4.0,0.0,0.0
2687,Zentropa International Sweden,4.0,21818002.0,5454500.5
2688,Sho Films,4.0,17387406.0,4346851.5
2689,HDNet Films,4.0,782102.0,195525.5
2690,Astral Films,4.0,3432342.0,858085.5
2691,Subotica Entertainment,4.0,340911.0,85227.75
2692,Graniet Film BV,4.0,0.0,0.0
2693,Lonely Film Productions GmbH & Co. KG.,4.0,476039405.0,119009851.25
2694,Principato-Young Entertainment,4.0,237878410.0,59469602.5
2695,Dry County Films,4.0,0.0,0.0
2696,Film Polski Film Agency,4.0,0.0,0.0
2697,Asylum,4.0,0.0,0.0
2698,Crest Animation Productions,4.0,39400202.0,9850050.5
2699,D & B Films Co. Ltd.,4.0,0.0,0.0
2700,Nuyorican Productions,4.0,52425855.0,13106463.75
2701,Nepenthe Productions,4.0,8624450.0,2156112.5
2702,Lightning Pictures,4.0,2459895.0,614973.75
2703,ApolloMovie Beteiligungs,4.0,0.0,0.0
2704,Runteldat Entertainment,4.0,238683490.0,59670872.5
2705,Eddie Saeta S.A.,4.0,0.0,0.0
2706,MacGillivray Freeman Films,4.0,164047420.0,41011855.0
2707,Full House,4.0,0.0,0.0
2708,New World Television,4.0,0.0,0.0
2709,Birnbaum / Barber Productions,4.0,246247956.0,61561989.0
2710,Vista Street Entertainment,4.0,0.0,0.0
2711,Agav Hafakot,4.0,0.0,0.0
2712,NBA Entertainment,4.0,38585.0,9646.25
2713,Hammer Films,4.0,0.0,0.0
2714,Periscope Entertainment,4.0,0.0,0.0
2715,British Film-Makers,4.0,0.0,0.0
2716,VIP 4 Medienfonds,4.0,36124279.0,9031069.75
2717,EGM Film International,4.0,0.0,0.0
2718,Geoffrey Productions,4.0,74865517.0,18716379.25
2719,Eclectic pictures,4.0,413454.0,103363.5
2720,Red Envelope Entertainment,4.0,622806.0,155701.5
2721,26 Films,4.0,67689903.0,16922475.75
2722,Rockwell Eyes,4.0,0.0,0.0
2723,Sociedad General de Cine (SOGECINE) S.A.,4.0,2628241.0,657060.25
2724,Creativity Capital,4.0,0.0,0.0
2725,Enigma Pictures,4.0,0.0,0.0
2726,Roissy Films,4.0,0.0,0.0
2727,Mij Film Co.,4.0,0.0,0.0
2728,Trans World Entertainment (TWE),4.0,9229401.0,2307350.25
2729,Gkids,4.0,32295392.0,8073848.0
2730,La Banque Postale Image 3,4.0,0.0,0.0
2731,Buena Vista Home Entertainment,4.0,380281282.0,95070320.5
2732,Road Rebel,4.0,165685434.0,41421358.5
2733,Omnilab Media,4.0,139104838.0,34776209.5
2734,Promark Entertainment Group,4.0,0.0,0.0
2735,Marquis Productions,4.0,0.0,0.0
2736,The Department of Trade and Industry of South Africa,4.0,476819611.0,119204902.75
2737,Cofinova 11,4.0,248392.0,62098.0
2738,First Light Production,4.0,209989682.0,52497420.5
2739,Puppy Entertainment,4.0,0.0,0.0
2740,Kudos Film and Television,4.0,91150816.0,22787704.0
2741,Blueeyes Productions,4.0,63100000.0,15775000.0
2742,Kalima Productions GmbH & Co. KG,4.0,574739364.0,143684841.0
2743,La Ferme! Productions,4.0,0.0,0.0
2744,Gordon Bijelonic / Datari Turner Films,4.0,137637.0,34409.25
2745,Elkins Entertainment,4.0,0.0,0.0
2746,Play Art,4.0,0.0,0.0
2747,Maybach Film Productions,4.0,0.0,0.0
2748,B-Reel Feature Films,4.0,0.0,0.0
2749,Roth-Arnold Productions,4.0,208279819.0,52069954.75
2750,Odeon Film,4.0,342519.0,85629.75
2751,Unanimous Pictures,4.0,1835879.0,458969.75
2752,Liaison Cinématographique,4.0,0.0,0.0
2753,uFund,4.0,279735.0,69933.75
2754,Institut Català de les Empreses Culturals (ICEC),4.0,14774286.0,3693571.5
2755,Biograf Jan Svěrák,4.0,23643050.0,5910762.5
2756,La Fabrique de Films,4.0,0.0,0.0
2757,Transfilm,4.0,11607080.0,2901770.0
2758,Tornasol Films S.A.,4.0,0.0,0.0
2759,Euskal Irrati Telebisa (EITB),4.0,1819410.0,454852.5
2760,Caramel Films,4.0,8835322.0,2208830.5
2761,Illumination Films,4.0,0.0,0.0
2762,Redwave Films,4.0,266153383.0,66538345.75
2763,Boram Entertainment Inc.,4.0,15907569.0,3976892.25
2764,Associated British Picture Corporation,4.0,0.0,0.0
2765,Pearl Street Films,4.0,521329222.0,130332305.5
2766,Guest House Films,4.0,0.0,0.0
2767,Baumgarten Management and Productions (BMP),4.0,43905124.0,10976281.0
2768,Shine Pictures,4.0,107202179.0,26800544.75
2769,Norstar Entertainment,4.0,0.0,0.0
2770,Impact Partners,4.0,0.0,0.0
2771,MA.JA.DE Fiction,4.0,0.0,0.0
2772,Headline Pictures,4.0,60754552.0,15188638.0
2773,Bo Films,4.0,0.0,0.0
2774,Envision Entertainment Corporation,4.0,304576521.0,76144130.25
2775,Pathé Productions,4.0,0.0,0.0
2776,Mikona Productions GmbH & Co. KG,4.0,542148938.0,135537234.5
2777,Myung Film Company,4.0,21075.0,5268.75
2778,Media Asia Film,4.0,95754655.0,23938663.75
2779,Mattel Entertainment,4.0,6272403.0,1568100.75
2780,StellaNova Film,4.0,0.0,0.0
2781,Sutjeska Film,4.0,0.0,0.0
2782,Iron Horse Entertainment (II),4.0,495302511.0,123825627.75
2783,Le Grisbi Productions,4.0,461997256.0,115499314.0
2784,5150 Action,4.0,506123350.0,126530837.5
2785,The Collective,4.0,122178.0,30544.5
2786,Unstoppable Entertainment,4.0,1163967.0,290991.75
2787,Virgin,4.0,0.0,0.0
2788,Act III Communications,4.0,83145228.0,20786307.0
2789,Fine & Mellow Productions,4.0,179943.0,44985.75
2790,Manitoba Film and Video Production Tax Credit,4.0,61312858.0,15328214.5
2791,Infinity Features Entertainment,4.0,110022566.0,27505641.5
2792,Rafran Cinematografica,4.0,5321508.0,1330377.0
2793,Profilmes,4.0,0.0,0.0
2794,"Zespól Filmowy ""X""",4.0,0.0,0.0
2795,F.O.D. Productions,4.0,0.0,0.0
2796,ADV Films,4.0,0.0,0.0
2797,Keep Films,4.0,0.0,0.0
2798,Athanor,4.0,0.0,0.0
2799,Kadokawa,4.0,490643.0,122660.75
2800,Dickhouse Productions,4.0,216113849.0,54028462.25
2801,4 1/2 Film,4.0,0.0,0.0
2802,WDR/Arte,4.0,0.0,0.0
2803,Boxing Cat Films,4.0,370892636.0,92723159.0
2804,Almena Films,4.0,2312497.0,578124.25
2805,Canadian Film Centre (CFC),4.0,0.0,0.0
2806,UGC PH,4.0,193211537.0,48302884.25
2807,Heyday films,4.0,2701826346.0,675456586.5
2808,Instituto Mexicano de Cinematografía,4.0,0.0,0.0
2809,Films 59,4.0,0.0,0.0
2810,PeaceOut Productions,4.0,0.0,0.0
2811,TNT,4.0,9816332.0,2454083.0
2812,Golden Princess Film Production Limited,4.0,4303351.0,1075837.75
2813,Efish Entertainment,4.0,0.0,0.0
2814,Vitamin A Films,4.0,0.0,0.0
2815,Castle Hill Productions,4.0,0.0,0.0
2816,New Deal Productions,4.0,88829692.0,22207423.0
2817,87Eleven,4.0,390655679.0,97663919.75
2818,Avex Entertainment,4.0,0.0,0.0
2819,Kirghizfilm,4.0,0.0,0.0
2820,International Film Investors,4.0,180668773.0,45167193.25
2821,U-Drive Productions,4.0,1042098191.0,260524547.75
2822,Davis-Panzer Productions,4.0,28230405.0,7057601.25
2823,Double Nickel Entertainment,4.0,274177764.0,68544441.0
2824,cattleya,4.0,0.0,0.0
2825,Yucaipa Films,4.0,336824974.0,84206243.5
2826,Films Sonores Tobis,4.0,0.0,0.0
2827,Ostar Productions,4.0,0.0,0.0
2828,Amour Fou Filmproduktion,4.0,66559.0,16639.75
2829,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,4.0,310053802.0,77513450.5
2830,Perfect World Pictures,4.0,485313104.0,121328276.0
2831,Labor Film,4.0,0.0,0.0
2832,Flavor Unit Entertainment,4.0,27320719.0,6830179.75
2833,Bruxelles Capitale,4.0,4100000.0,1025000.0
2834,Voodoo Production Services,4.0,1378.0,344.5
2835,Hérodiade,4.0,21026290.0,5256572.5
2836,Pop Movies,4.0,0.0,0.0
2837,Gunslinger,4.0,0.0,0.0
2838,Eurofilm Stúdió,4.0,7070330.0,1767582.5
2839,TVA International,4.0,0.0,0.0
2840,Brownstone Productions,4.0,402856620.0,100714155.0
2841,William Conrad Productions,4.0,0.0,0.0
2842,WNET Channel 13 New York,4.0,0.0,0.0
2843,Alia Films,4.0,0.0,0.0
2844,Instituto Português da Arte Cinematográfica e Audiovisual (IPACA),4.0,0.0,0.0
2845,Insurge Pictures,4.0,163417151.0,40854287.75
2846,Süddeutscher Rundfunk,4.0,85000000.0,21250000.0
2847,Yong Film,4.0,2091287.0,522821.75
2848,Erato Films,4.0,0.0,0.0
2849,All Girl Productions,4.0,80244310.0,20061077.5
2850,Dimension Pictures,4.0,0.0,0.0
2851,Baa-Ram-Ewe,4.0,15.0,3.75
2852,Kuzui Enterprises,4.0,16624456.0,4156114.0
2853,Israel Film Fund,4.0,1775316.0,443829.0
2854,MJW Films,4.0,90058598.0,22514649.5
2855,Les Films du Griffon,4.0,0.0,0.0
2856,Before the Door Pictures,4.0,37619829.0,9404957.25
2857,Kôdansha,4.0,0.0,0.0
2858,Disruption Entertainment,4.0,1267801489.0,316950372.25
2859,Casa de Cinema de Porto Alegre,4.0,0.0,0.0
2860,Avnet/Kerner Productions,4.0,0.0,0.0
2861,Wildheart Films,4.0,0.0,0.0
2862,Institut del Cinema Català (ICC),4.0,0.0,0.0
2863,First Point Entertainment,4.0,3450931.0,862732.75
2864,Ministère des Affaires Étrangères,4.0,0.0,0.0
2865,Enderby Entertainment,4.0,3003.0,750.75
2866,Himenóptero,4.0,95247827.0,23811956.75
2867,South Pacific Pictures,4.0,48470330.0,12117582.5
2868,Capacity Pictures,4.0,48418160.0,12104540.0
2869,Corsan,4.0,7517295.0,1879323.75
2870,BIG Pictures,4.0,0.0,0.0
2871,AR Films,4.0,54430613.0,13607653.25
2872,Kerner Entertainment Company,4.0,1252367047.0,313091761.75
